coef_0,coef_1,time
120565594.3373,-53368661.939582,1
124223445.80168,-62708530.258621,1
113616263.71288,-25673628.436229,1
104057377.27878,-678542.71474899,1
102439802.58256,3205664.3991694,1
130213346.81854,-4279177494.919,1
145268950.10038,-4788008158.5398,1
145693419.69041,-4804825673.2431,1
148021335.21786,-4883613131.2797,1
140546083.48846,-4627774627.6133,1
105858696.81677,-5343100.2974283,1
102414857.86953,4204701.945252,1
132059735.40432,-48643657.664573,1
130377642.43737,-44098650.99482,1
124135958.96641,-26538111.304093,1
141401432.50493,-4645452664.0585,1
140017430.66472,-4598947518.7138,1
145221552.69184,-4774242733.2999,1
153549129.55098,-5055096851.7877,1
157769518.92295,-5197504019.5734,1
157166601.62345,-5177166088.2782,1
150972383.55557,-4968160601.0559,1
119249410.98888,-15148266.603434,1
116745527.22741,-8549088.6835992,1
137604503.46102,-47565884.845209,1
162801981.96986,-5360786507.0716,1
158049781.13619,-5200941988.1286,1
153665036.46825,-5053591158.1748,1
152813779.60514,-5025031659.0485,1
156080287.03658,-5134848257.1578,1
161159738.15895,-5305619205.0715,1
164408400.16456,-5414939465.8705,1
163773693.04842,-5393527497.9429,1
159488753.09487,-5249443370.7976,1
129083989.74304,-26956520.493149,1
127500659.58293,-22872951.103861,1
140176794.60636,-49721178.805471,1
166503523.49199,-5483735370.3263,1
163581050.36451,-5385609441.7667,1
160966116.75502,-5297879429.4313,1
160478028.27435,-5281526496.1988,1
162453681.3596,-5347839634.5586,1
165527836.47828,-5451010595.7396,1
167582901.81555,-5520076322.483,1
167151924.23795,-5505556702.6754,1
164470392.49074,-5415541476.7702,1
134941233.2343,-37921658.657086,1
133993367.75536,-35622636.469281,1
140451379.82239,-51589528.787303,1
167319407.7739,-5511652373.811,1
165646255.4957,-5455444778.0664,1
164171237.18448,-5405938233.4269,1
163912733.22245,-5397272456.6772,1
165048869.67488,-5435421815.489,1
166805524.52225,-5494399890.3006,1
167982488.64641,-5533990885.0046,1
167719630.51601,-5525132167.9078,1
166179658.11241,-5473415896.3673,1
137475218.56906,-44745087.366833,1
136950214.56193,-43421702.312074,1
139991182.44656,-52531411.359446,1
167068057.59556,-5504048011.6196,1
166146707.22121,-5473112419.9198,1
165344450.10606,-5446204505.0106,1
165219169.23092,-5442007304.3452,1
165858164.23934,-5463448518.0101,1
166828107.70897,-5495989654.1892,1
167468492.67748,-5517530201.7877,1
167308075.65521,-5512132308.6002,1
166466754.79078,-5483897333.819,1
138376072.32835,-48933468.06873,1
138102184.77931,-48239368.20605,1
139184878.04488,-52543654.574918,1
166286682.02855,-5478555553.7564,1
165821620.01877,-5462914750.8705,1
165426691.03397,-5449651415.2504,1
165383297.7534,-5448194178.3299,1
165721359.69876,-5459550585.6722,1
166209762.9308,-5475955910.7223,1
166515985.31036,-5486287116.6928,1
166412859.34747,-5482822138.623,1
165998047.10958,-5468882525.3198,1
138387987.52707,-50683508.146052,1
138282414.05872,-50442303.352683,1
138566639.10401,-52092082.72204,1
165644321.05357,-5457385259.3159,1
165422031.11862,-5449907267.8217,1
165248083.67814,-5444067979.8379,1
165254476.18689,-5444281995.6775,1
165431838.22885,-5450239119.3037,1
165651617.05911,-5457621073.8676,1
165761205.16625,-5461340237.3188,1
165678835.42033,-5458585479.98,1
138330911.61344,-51651163.69271,1
138199466.26039,-51312751.700018,1
138167851.05227,-51173345.992577,1
138197863.04872,-51556977.537472,1
165249967.27028,-5444273417.2096,1
165148169.23572,-5440840800.0863,1
165093461.95776,-5439000271.6523,1
165138574.5507,-5440512242.2838,1
165237176.63425,-5443831480.1177,1
165301176.62268,-5445999294.537,1
165279103.064,-5445309584.7988,1
165190776.55216,-5442368584.4823,1
138035059.31278,-51393576.266567,1
138020935.68735,-51326968.048219,1
138041569.82829,-51314182.089908,1
138022438.82514,-50960499.784571,1
165049827.24374,-5437486558.8261,1
164980149.60537,-5435147136.9293,1
164974641.72037,-5434967322.8468,1
165056766.88386,-5437723887.3066,1
165140835.42371,-5440556979.2183,1
165130480.98965,-5440239180.3109,1
165020244.23173,-5436602211.1375,1
164906598.23477,-5432829499.6219,1
137853293.46238,-51000402.652046,1
137945628.14412,-51125911.863375,1
138001691.28939,-51183533.185497,1
137912413.53527,-50263554.053321,1
164904825.36858,-5432452177.4872,1
164811977.2719,-5429354688.7091,1
164813460.9444,-5429419259.6166,1
164937182.96035,-5433570552.0035,1
165058297.72123,-5437648976.4981,1
165039134.87875,-5437056380.3164,1
164880294.1699,-5431817612.4189,1
137688640.05861,-50492876.31696,1
137730630.73576,-50568235.257954,1
137870189.59172,-50760051.238976,1
137945269.38037,-50849350.938786,1
137676549.42906,-49353490.785918,1
164601798.93784,-5422148811.6054,1
164460393.69576,-5417457457.007,1
164440156.7344,-5416803318.37,1
137573280.16656,-49410319.331999,1
137743200.33606,-49772171.392499,1
137790656.4068,-50054516.3169,1
137682079.57259,-50172438.29221,1
137552281.25474,-50145219.003425,1
137579082.21301,-50148732.579577,1
137711806.24943,-50215982.514442,1
137783162.09697,-50252163.901819,1
136963969.04718,-47863864.440676,1
136885228.61938,-47921386.081505,1
136787237.90888,-47983585.911582,1
136741091.6981,-47952515.600518,1
136836769.96051,-47950883.309463,1
137063774.64157,-48275134.149073,1
137311097.11395,-49011929.808999,1
137439217.05747,-49830091.650875,1
137411433.86497,-50149219.64536,1
137334727.95955,-49806808.563462,1
137273236.30299,-49210805.474247,1
137253941.66941,-48944784.758271,1
135371717.4633,-45987990.191136,1
135479845.09094,-46582006.227563,1
135651544.10774,-47437455.107033,1
135594884.02075,-47344951.883192,1
135420849.93726,-46387090.505591,1
135550442.3317,-46057346.583734,1
136227756.8603,-47528111.593617,1
137086918.75221,-50045780.054839,1
137454298.47162,-51326904.951971,1
137078562.4873,-50094868.376902,1
136361047.01468,-47672292.163929,1
136034526.41081,-46558170.880156,1
132566654.19425,-43595310.982756,1
133377763.39559,-45965053.40891,1
134619695.51678,-49593592.055856,1
134630723.6692,-49546442.772054,1
133407876.37889,-45430798.676946,1
132747382.34905,-42357988.884396,1
134236133.27589,-45040163.123871,1
137091339.34782,-52022080.214032,1
138677881.20528,-56154920.309568,1
137433994.77131,-52494058.513573,1
134716316.01983,-44858210.593568,1
133459096.33775,-41332984.01475,1
127750898.82362,-39846559.460196,1
130493584.20441,-46225878.661299,1
134776375.7937,-56540129.269696,1
135121552.3655,-57004735.033782,1
130961528.9148,-45544900.386672,1
127677452.60724,-35624856.123971,1
130500683.90802,-39621477.746998,1
138136084.12457,-55568605.701553,1
142995252.06373,-66313404.531592,1
139539286.32159,-57462853.348652,1
131670054.88939,-38643364.686838,1
128084435.88113,-30183999.7012,1
